עגווניה ,🍅
מי שמסכים שהגדר דומה לזו של דאסטי שיתן לייק לתגובה ( אני אוהב לסחוט לייקים חח),😁
מי שמסכים שהגדר דומה לזו של דאסטי שיתן לייק לתגובה ( אני אוהב לסחוט לייקים חח),😛
אתה תותח,👑
אהע זה שכתב לך,😉
לייק ראשון יתותח,😜
לא קיבלתי פעמון ,😦
יא מלך אוהב אותך נתנתי לייק שמתי את הקוד עכשיו בגלל כך אני עשיתי את כול הווקים 1234 אותם יא מלך נתנתי לייק ואני סאב ,👑
יא מלך אוהב אותך נתנתי לייק שמתי את הקוד עכשיו בגלל כך אני עשיתי את כול הווקים 1234 אותם יא מלך נתנתי לייק ואני סאב ,💖
מר שיבולת תמשיך ככה יאח!!! תודה אתה ממש עוזר לי,👏
מר שיבולת מתי איתגר הרפ שלך ושל דידקשן ,🤔
תקשיב אתה הורג אותי איך אתה יושבבתוך הפורטנייט,😂
אחי כל הכבוד על השינוי של הצגת התוכן,❤
למה אתה כזה קרינג׳י,😭
תמשיך לעשות את האנימציה הזאת שאתה יושב על הכיסא ומספר את הדברים החדשים חח אהבתי עשיתי לייק,🤣
תמשיך לעשות את האנימציה הזאת שאתה יושב על הכיסא ומספר את הדברים החדשים חח אהבתי עשיתי לייק,😁
בטיר 32 יש פלפל חריף ,🤷🏻‍♂️
וואו אתה פשוט אדיר תמשיך לעשות את מה שאתה עושה אתה עושה אותו הכי טוב שאפשר ,😍
וואו אתה פשוט אדיר תמשיך לעשות את מה שאתה עושה אתה עושה אותו הכי טוב שאפשר ,🤩
מר שיבולת ימלך העולם תמשיך כך,💌
איזה סירטון טוב אתה אוהב אותך ,❤️
איזה סירטון טוב אתה אוהב אותך ,🤭
מר שיבולת היקראתה יכול בבקשה להראות איך לשנות רזולוציה בפורטנייטתודה,🤓
אין אלכה ,👍
איזה אלוף!!!,😉
אי,🤓
נתנתי לייק ואהבתי את חשיבת הלא ליפול מי נפילת במקומות גבואים הנשק אזה טוב ,😀
אין פשוט אין אליך אתה יוטיוב3 מדהים ונדיר חולה עלייך,🤑
אין פשוט אין אליך אתה יוטיוב3 מדהים ונדיר חולה עלייך,😎
וואלה סוף סוף יצא על זנ סרטוו איך שהוא יצא רצתי להגדרות לא ידעתי באיזה כפתורים לבחור בשביל שזה לא סתם דוגמא אני שם ברווח ואז שאני רוצה לקפוץ זה לא עובד ככה חשבתי כמה זמן חיכתי לסרטון תודה ענקית אחי,❤
מר שיבולת תצלם סרטון איך עושים מפת זון ,🤙
אבל מה עם קונסולות?,😡
אני ידעתי את זה לפניך ואת המקשים ששמתה זה בול מה שאני שמתי ימעתיקן(אוהב אותך ושמתי ממזמן את הקוד בחנות ואני שם אותו גם כשהקוד מתאפס,😊
אני ידעתי את זה לפניך ואת המקשים ששמתה זה בול מה שאני שמתי ימעתיקן(אוהב אותך ושמתי ממזמן את הקוד בחנות ואני שם אותו גם כשהקוד מתאפס,😋
אח שלי מה קורה חולה עליך נתתי סאב ולייק ,😚
מה לדעתך תהיה העונה הבאה ואוהב אןתך מאוד אשמח עם תענה לי מה התאוריה שלך לעונה הבאה,❤️
מה לדעתך תהיה העונה הבאה ואוהב אןתך מאוד אשמח עם תענה לי מה התאוריה שלך לעונה הבאה,👍🏼
פורים שמח אח יקר אוהב אותך אוהב אותך אח יקר ואני אוהב את הערוץ שלך תמשיך ככה יגבר ,❤️
האגדה מספרת שמר שיבולת האדיר יביא לי לב והצמדה לתגובההאם האגדה תיתגשם (:,🙄
״אתם רוצים שנחפש את האוצר אבל האוצר האמיתי שנקבל הוא החברות שנרקמה בינינו״  משפט השנה,😂
עשיתי לייק סאב והקוד בחנות  בהצלחה,💓
אם לא אתה לא הייתי גומר את הסיזן ,💓
תודה יגבר,😇
וואי אחי אני מעריץ ענק שלךךךךךךךךךךךך כל פעם שיוצא וויק חדש אז אני ישר רואה את הסרטון שלך( וברור שלחצתי על הסאב והפעלתי את הפעמון מי שלא עשה את זה שיעשה עכשיוו!!) אתה מסביר הכל בצורה טובה ורק בזכותך אני מצליח לעשות את כל המשימות אז בקיצור אני רוצה להגיד לך שאתה הערוץ הכי טוב שאני מכיר ביקוםם!!!! ושתמשיך להעלות תוכן טוב ואיכותיי ,❤
פטריק חי ,😁
תודה רבה עזרתה לי מאוד עשיתי לייק והיפעלתי את הפעמון,🌋
מודה לך אחי עזרת לי מאד בעיקר במקומות שצריך להיות בהם,❤️
תעשה עוד סרטונים כאלו,❤️
תמשיך עם VR זה טובבב!!!!!(יש לי),🤯
מר שיבולת או היוטיובר אכי מנצח,🥇
לתת ליייק,👍
מדליק,♥
אם יש בצורת אני יודע למי לפנות,👌
סרטון טוב כמו תמיד ,👍
מר שיבולת יש לי סרטון בהשראה שלך!אם אתה יכול תסתקל את הסרטוןשם הסרטון הוא סיפור פורטנייטותגיבאוהב אותך,😁
תודה ימלך עזרת לי מאד,❤️
תודה ימלך עזרת לי מאד,🤩
תודה מר שיבולת אתה עוזר לנו הרבה מזל גדול שפתחה ערוץ ימלך  אני לא יודע מה הינו עושים בלעדיך,😆
תודה מר שיבולת אתה עוזר לנו הרבה מזל גדול שפתחה ערוץ ימלך  אני לא יודע מה הינו עושים בלעדיך,✌
וואי אני מת פה,😂
חלמתי בלילה שתצמיד אותי ותתן לי לב החלום יכול להתגשם,🤔
מר שיבולת אתה יכול לצלם לייב ביום שישי ,👍
חחחחח איזה שרוט!!!!,😂
למה הפרטי אסיסט שלך זה טופ 12,😂
בדיוק אפקס לג׳נדס,😂
תודה שעזרת סוף סוף הבנתי!,😛
אתה יכול בבקשה בבקשה בבקשה להראות איך עושים שהשילדים יהיו בסוף הלוט בבקשהההההה,🙏
אהבתי את מה שעשית בסוף,😉
מסכים איתך על קווין ופטריק ופטרישה,😭
יוטיובר מטורף! אוהב אותך,❤
פטריק ופטרישה לא!!! למה למה!!!! חברים צריך לשבת עליהם שבעה מישהו רוצה לומר כמה מילים טובות,😭
אוהב אותך עקבתי באינסטגרם וכמובן נתתי בלייק וסאב תודה רבה,❤
אתה מעז לקרוא לקווין דומם,😮
שמתי את הקוד שלך לפני הבטאל פס⁦⁩⁦⁩⁦⁩,❤️
יפה,👌
יפה,👍
מלךךךך,👑
תודה רבה אחי עזרת לי מאוד ,😄
תודה! עזרת לי מאודאתה יוטיובר מעולה ומקווה שתעקוף את פיודיפאי! ,😂
תודה! עזרת לי מאודאתה יוטיובר מעולה ומקווה שתעקוף את פיודיפאי! ,😅
תודה אחי מעריך אותך אוהב ,❤
למה יש ביצי דרקונים איפו שהר גש ,🌋
למה יש ביצי דרקונים איפו שהר גש ,🤔
זו היא שולהכל לייק שלכם שולה גדלה בשנה,👢
זו היא שולהכל לייק שלכם שולה גדלה בשנה,🤙
זו היא שולהכל לייק שלכם שולה גדלה בשנה,👧
זו היא שולהכל לייק שלכם שולה גדלה בשנה,👗
אני לא אהבתי את עונה 8 אבל סרטון טוב ,👍
מר שיבולת אתה פשוט מלך אין עליך יגבר,💪
מר שיבולת אתה פשוט מלך אין עליך יגבר,❤️
דיי זה פשוט מצחיק אתה אחלה של יוטיובר מת עליך אבל בעברית זה נשמע מצחיק,😂
מה זה,😏
ענק ,😂
אתה יוטיובר טוב ממש,😍
מר שיבולת אתה אלוף אני צופה בך מארצות הברית ותמיד שאתה עושה לייבים אני נהנה וצוחק מהם כי אתה מצחיק ואלוף אוהב אותך רוי,❤️
לייק מי שמתרגש למחר,😍
לייק מי שמתרגש למחר,😝
אתה אוסה סרטונים יפים הפירתים בפורטנייט עונה 8 ,🙊
אתה גאון,😄
מר שיבולת יש שם 3 איקסים וביחד הם יוצרים את האות L אם מחברים אותם ביחד ,😮
התלהבתי מהמשפט 0:21,😂
בזמן האחרון אתה עושה סירטונים מאוד מאוד קצרים אולי בפעם הבאה תעשה סירטון קצת יותר ארוך זאת הצעה שלי מקווה שעזרתי לך,😉
בזמן האחרון אתה עושה סירטונים מאוד מאוד קצרים אולי בפעם הבאה תעשה סירטון קצת יותר ארוך זאת הצעה שלי מקווה שעזרתי לך,🤗
אתה יכול לעשות סירטונים יותר ערוכים,🙏
עונה 8 זה באמת במים עים פירתים במים  זה גם טוב עים בננות ,❌
עונה 8 זה באמת במים עים פירתים במים  זה גם טוב עים בננות ,🍌
מר שיבולת אתה פשוט תותח בזכותך השלמתי שבועות ועכשיו אני יודע כל מה שיש בפורטנייט חולה עלייך ימלך שמתי אותך בחנות וקניתי מלא מלא סקינים על הקוד שלך מקווה שתראה את ההודעה הזאת ⁦⁩,❤️
תודה רבה רבה ,❤️
היי מה המצב איש שמדפדף בתגובותאם יש לך לב תעשה לי סאב אני עובד קשה על הערוץ שלי,🙌
לכל מי שעושה לייק לסרטון החדש בערוץ מקבל עוקב⁦⁩,♥️
שי אוהב אותך ימלך תמשיך אחי ואתה אחד האנשים הכי חכמים ומוכשרים שאני מכיר בן אדם טוב,❤
הסוף מצחיק,🤪
תמשיך לעשות VR זה טיל,👍
אושקתה בסרטון אזה ואבנתי בסרטון אזה שאנשים שהיוטיוב אוסה פירשומות וזה ממש אולה מלה כסף אז ,🤳
אושקתה בסרטון אזה ואבנתי בסרטון אזה שאנשים שהיוטיוב אוסה פירשומות וזה ממש אולה מלה כסף אז ,👍
תודה לך שי אוהבת תמשיך כך,❤️
אם יגדל הר געש אני תורם 50 ,💲
הי חברים כאן מיכאל ומר שיבולת ,👌
ממש אהבתי את הסרטון! אני חולה עליך כל סירטון שלך פשוט כל-כך מצחיק וכיפי אתה לא מבין איך אני אשמח אם תעשה תשובה לתגובה הזאת נב למה לא העליתה את המשימות החדשות על הבטל פס? ,♥
יאו אוהב את זה רצחחחח,💍
יאו אוהב את זה רצחחחח,😍
מקצוען ,💪🏽
השבר הזה דומה מאוד לאותו השבר שיש בשמיים מר שיבולת אח שלי אוהב אותך יא מלך של המדריכי פורטנייט של המשימות ושל התאוריות,👨‍💻
